street_number,latitude,longitude,name_and_business,icon
350,-31.94557958,115.8616937,"Jas Feakes, Butcher",icon_1908
352,-31.94566805,115.8619533,"Jas Feakes, Butcher",icon_1908
364,-31.94546706,115.8620788,Jas George. Prod. Mcht,icon_1908
377,-31.94479557,115.8617859,Jas Inglis,home
271,-31.9473071,115.8599129,Jas. A Jewell. Baker & Confectioner,icon_1908
231,-31.94829655,115.859481,Jas. H Barkle,home
370,-31.9453465,115.8622288,Jno Cartwright,home
224,-31.94865631,115.8599597,Jno McCann,home
374,-31.94524561,115.8622785,Jno. LEnchan,home
204,-31.94910508,115.8594716,Jno. N Birks. Chemist.,icon_1908
205,-31.94880761,115.8591788,"Joe Johnson, Fishmonger",icon_1908
430,-31.94395913,115.8630993,Jos. Abramovich. Fancy Rep,icon_1908
221,-31.94854888,115.859505,"Joseph Garcia, Hairdresser",icon_1908
232,-31.94853875,115.8600518,Kee Chong. Laundry,icon_1908
208,-31.94901456,115.8595249,"L Shuhen, Herbalist",icon_1908
240,-31.94836263,115.8600935,"Lee Hang, Laundry",icon_1908
284,-31.94720853,115.8606896,"M & E Schlitz. Stationers, & Reg Office",icon_1908
428,-31.94378164,115.8627917,Maurice Ferstat. Store,icon_1908
181,-31.94954489,115.8586796,Max Bercov. Butcher,icon_1908
371,-31.94490529,115.8617602,Max Silkin,home
402,-31.94458595,115.8626655,Mis Una Jones. Refreshment Rooms,icon_1908
453,-31.94303548,115.8627134,"Miss Barbara White, Costumiere",icon_1908
239,-31.948225,115.8596079,"Miss J McKinnon, Stationer",icon_1908
447,-31.94317815,115.862849,Miss Louisa Thomas,home
171,-31.94957601,115.8584406,"Miss M J Le Mottee, Costumiere",icon_1908
427,-31.94347402,115.8624159,Mohammedan Mosque,icon_1908
399,-31.94421291,115.8618797,"Mrs A Van Huerch, nurse",icon_1908
187,-31.94944527,115.8587148,Mrs A. E. Bevan,home
199,-31.94920913,115.859017,Mrs Alice Loy. Baker,icon_1908
437,-31.94327966,115.8625694,Mrs Amelia Franke,home
433,-31.94331671,115.8625415,Mrs Annie Lambert,home
241,-31.94805008,115.8594873,Mrs Annie Richards. Dressmaker,icon_1908
300,-31.94684642,115.8608848,Mrs D White,home
406,-31.94446317,115.8626812,Mrs E Gordon. Dressmaker,icon_1908
214,-31.94889152,115.8597856,Mrs E Johnstone,home
419,-31.9438381,115.8621986,Mrs Eliza Taylor,home
287,-31.94692308,115.8602985,Mrs Elizabeth Price. Fruiterer & Cofectioner,icon_1908
252,-31.94796273,115.8603254,Mrs Ellen Brown,home
330,-31.94615177,115.8615844,Mrs Elsie Keshan,home
358,-31.94544427,115.8617538,Mrs H Gibbon. Grocer,icon_1908
420,-31.94415103,115.862895,Mrs H Hill,home
258,-31.94774358,115.8603122,Mrs H. McFie,home
389,-31.94461451,115.8619566,Mrs J Fulcher. Confectioner,icon_1908
304,-31.94677383,115.8609388,Mrs J Roundtree,home
308,-31.94672418,115.8610345,Mrs Johanna Slater,home
177,-31.94949806,115.8585097,Mrs L Luke. Ham & Beef Shop,icon_1908
405,-31.94415253,115.8620511,Mrs Louisa Thorburn,home
192,-31.94954917,115.8593296,Mrs M Trainor. Tobacconist,icon_1908
445,-31.94317471,115.8626471,Mrs Mary Dewar,home
451,-31.94313168,115.8628801,Mrs Mary Dunstan,home
378,-31.94517546,115.8623372,Mrs May Raitt,home
270,-31.9475556,115.8604356,Mrs Minnie Brown. Tobacconist,icon_1908
169,-31.94964678,115.8585799,Mrs R Nathan. Furniture Dealer,icon_1908
292,-31.94704881,115.8607627,Mrs Thomas,home
267,-31.94741123,115.8599239,Oddfellows' Hall,icon_1908
238,-31.94832739,115.8599339,Onnie __ Confectioner,icon_1908
362,-31.94541215,115.8618388,P Trompp,home
440,-31.94349072,115.8629884,Patrick Roddey,home
198,-31.94933774,115.8594533,Perth Coffee Palace. F. G. Thomas (manager),icon_1908
219,-31.94852713,115.8593428,Power Bros. Plumbers &c,icon_1908
403,-31.94422569,115.8621229,"R Denney, Herbalist",icon_1908
393,-31.9444653,115.8620602,Richard Barnes. Hairdresser,icon_1908
233,-31.94822479,115.8593127,Robert Raftis,home
387,-31.94450773,115.8618146,"Russell & Woodcock, Plumbers",icon_1908
444,-31.9434433,115.8630107,Samuel Montgomery,home
354,-31.94555065,115.8618762,Stephen Son. Fruiterer & Greengrocer,icon_1908
388,-31.94488685,115.8625181,"Sun Hun, Fruiterer & Greengrocer",icon_1908
269,-31.94740264,115.8600358,"Sutherland & Dadd, Engineers",icon_1908
243,-31.94810804,115.8596472,"Swan Drug Co. (Fred. W E Danker, manager)",icon_1908
277,-31.9472843,115.8601413,"T. Walton Jones, Draper",icon_1908
281,-31.94721902,115.8600186,"T. Walton Jones, Draper",icon_1908
234,-31.9484343,115.8599336,Theodesia Dyson. Furniture Dealer,icon_1908
236,-31.94846629,115.8601242,Theodesia Dyson. Furniture Dealer,icon_1908
410,-31.94442476,115.8628137,Thomas Fulker,home
273,-31.94731009,115.8600155,Thos Richards. Grocer,icon_1908
293,-31.9467985,115.8605146,Thos. Werrett. Dealer,icon_1908
432,-31.94370457,115.8628365,U Ostrovski. Bootmaker,icon_1908
193,-31.94924855,115.858964,"W J Riley, Tobacconist & Hairdresser",icon_1908
197,-31.94920098,115.8589612,"W Santiy, Greengrocer & Fruiterer",icon_1908
320,-31.94656194,115.8613236,W. J Hunter & Co. Storekeepers,icon_1908
380,-31.94494255,115.8621159,Waltern Buchanan,home
227,-31.94834561,115.8592294,William Beaumont. Butcher,icon_1908
266,-31.94762469,115.8603728,William H Jones Furniture Dealer,icon_1908
386,-31.94484635,115.8621762,"William H Piper, Carpenter",icon_1908
342,-31.94589898,115.8616821,William Hodden,home
218,-31.94878507,115.8597836,William Kenney,home
426,-31.94410551,115.8630128,William Sherrard,home
